player_name,position,school,height,weight,forty_yard,vertical_leap,bench_press,broad_jump,three_cone,shuttle_run,year,player_id,draft_round,draft_pick,ht,bench_press_score,broad_jump_score,forty_yard_score,shuttle_run_score,three_cone_score,vertical_leap_score,combine_score,draft_pick_flag
Damian Gregory,DT,Illinois State,6 ft 2 in,307.0,4.87,30.0,27.0,105.0,7.37,4.6,2000,2000GREGORYDAMIANILL,8.0,999.0,74,2.0,3.0,4.0,3.0,4.0,3.0,19.0,0
Cornelius Griffin,DE,Alabama,6 ft 3 in,297.0,4.9,31.0,30.0,111.0,7.63,4.62,2000,2000GRIFFINCORNELIUSALA,2.0,42.0,75,4.0,2.0,2.0,1.0,1.0,2.0,12.0,1
Clark Haggans,OLB,Colorado State,6 ft 3 in,253.0,4.97,31.5,20.0,109.0,7.12,4.21,2000,2000HAGGANSCLARKCOL,5.0,137.0,75,2.0,1.0,1.0,3.0,3.0,1.0,11.0,1
Ricky Hall,WR,Virginia Tech,6 ft 2 in,206.0,4.52,35.0,14.0,119.0,7.03,4.23,2000,2000HALLRICKYVIR,8.0,999.0,74,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0
Dante' Hall,RB,Texas A&M,5 ft 8 in,191.0,4.44,38.0,18.0,123.0,6.62,3.82,2000,2000HALLDANTE'TEX,8.0,999.0,68,2.0,4.0,4.0,4.0,4.0,4.0,22.0,0
James Hall,DE,Michigan,6 ft 2 in,271.0,5.03,32.0,23.0,111.0,7.86,4.51,2000,2000HALLJAMESMIC,8.0,999.0,74,0.0,2.0,1.0,2.0,1.0,2.0,8.0,0
Troy Hambrick,RB,South Carolina,6 ft 0 in,237.0,4.66,34.5,21.0,118.0,7.48,4.44,2000,2000HAMBRICKTROYSOU,8.0,999.0,72,3.0,3.0,1.0,1.0,1.0,3.0,12.0,0
Joey Hamilton,WR,Jacksonville State,6 ft 1 in,201.0,4.54,36.0,14.0,116.0,7.57,4.41,2000,2000HAMILTONJOEYJAC,8.0,999.0,73,0.0,2.0,2.0,1.0,1.0,3.0,9.0,0
Joe Hamilton,QB,Georgia Tech,5 ft 10 in,192.0,4.81,31.5,22.0,106.0,7.12,4.28,2000,2000HAMILTONJOEGEO,7.0,234.0,70,0.0,2.0,3.0,0.0,0.0,0.0,5.0,1
Thomas Hamner,RB,Minnesota,6 ft 0 in,197.0,4.5,32.0,17.0,125.0,6.97,4.07,2000,2000HAMNERTHOMASMIN,6.0,171.0,72,2.0,4.0,3.0,4.0,3.0,1.0,17.0,1
D'Andre Hardeman,FB,Texas A&M,5 ft 10 in,238.0,4.81,30.0,22.0,109.0,7.27,4.36,2000,2000HARDEMAND'ANDRETEX,8.0,999.0,70,0.0,2.0,2.0,3.0,3.0,1.0,11.0,0
Antwan Harris,CB,Virginia,5 ft 9 in,186.0,4.34,39.0,16.0,121.0,6.75,4.01,2000,2000HARRISANTWANVIR,6.0,187.0,69,3.0,3.0,4.0,4.0,4.0,4.0,22.0,1
Jeff Harris,CB,Georgia,6 ft 0 in,190.0,4.53,34.5,15.0,114.0,6.73,4.25,2000,2000HARRISJEFFGEO,7.0,232.0,72,0.0,1.0,2.0,2.0,4.0,2.0,11.0,1
Lloyd Harrison,CB,North Carolina State,5 ft 10 in,190.0,4.5,37.5,16.0,119.0,7.12,4.25,2000,2000HARRISONLLOYDNOR,3.0,64.0,70,3.0,2.0,3.0,2.0,1.0,3.0,14.0,1
Windrell Hayes,WR,USC,5 ft 11 in,204.0,4.5,36.0,15.0,121.0,7.33,4.18,2000,2000HAYESWINDRELLUSC,5.0,143.0,71,0.0,0.0,3.0,3.0,1.0,0.0,7.0,1
Semisi Heimuli,OG,Texas A&M,6 ft 1 in,312.0,5.4,29.0,20.0,94.0,7.94,4.63,2000,2000HEIMULISEMISITEX,8.0,999.0,73,1.0,1.0,2.0,4.0,2.0,3.0,13.0,0
Steve Herndon,OG,Georgia,6 ft 4 in,297.0,5.23,27.0,23.0,98.0,8.07,4.84,2000,2000HERNDONSTEVEGEO,8.0,999.0,76,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0
Leroy Hodge,WR,Texas A&M,6 ft 1 in,215.0,4.54,34.5,14.0,116.0,7.14,4.21,2000,2000HODGELEROYTEX,8.0,999.0,73,0.0,2.0,2.0,2.0,1.0,2.0,9.0,0
Chris Hovan,DT,Boston Col.,6 ft 2 in,305.0,4.99,30.0,35.0,101.0,6.85,4.16,2000,2000HOVANCHRISBOS,1.0,25.0,74,4.0,2.0,3.0,4.0,4.0,3.0,20.0,1
Darren Howard,DE,Kansas State,6 ft 4 in,281.0,5.09,29.0,24.0,108.0,7.0,4.32,2000,2000HOWARDDARRENKAN,2.0,33.0,76,0.0,1.0,1.0,3.0,4.0,1.0,10.0,1
Reggie Howard,CB,Memphis,5 ft 11 in,190.0,4.55,35.5,14.0,120.0,6.97,4.2,2000,2000HOWARDREGGIEMEM,8.0,999.0,71,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0
Ethan Howell,CB,Oklahoma State,5 ft 11 in,186.0,4.56,36.0,16.0,122.0,6.98,4.13,2000,2000HOWELLETHANOKL,7.0,250.0,71,3.0,0.0,1.0,3.0,2.0,0.0,9.0,1
Aaron Humphrey,DE,Texas,6 ft 3 in,254.0,5.1,34.0,21.0,119.0,7.46,4.47,2000,2000HUMPHREYAARONTEX,8.0,999.0,75,2.0,4.0,1.0,0.0,0.0,3.0,10.0,0
Todd Husak,QB,Stanford,6 ft 3 in,216.0,5.2,27.5,22.0,99.0,7.17,4.41,2000,2000HUSAKTODDSTA,6.0,202.0,75,0.0,1.0,1.0,2.0,2.0,1.0,7.0,1
Trevor Insley,WR,Nevada,6 ft 0 in,192.0,4.7,35.0,14.0,119.0,7.03,4.23,2000,2000INSLEYTREVORNEV,8.0,999.0,72,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
Junior Ioane,DT,Arizona State,6 ft 3 in,324.0,5.12,29.5,28.0,105.0,7.675,4.61,2000,2000IOANEJUNIORARI,4.0,107.0,75,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1
Jabari Issa,DT,Washington,6 ft 5 in,296.0,5.05,31.5,19.0,105.0,7.69,4.72,2000,2000ISSAJABARIWAS,6.0,176.0,77,1.0,3.0,3.0,2.0,3.0,4.0,16.0,1
Keith Jackson,DT,Cheyney,6 ft 4 in,319.0,5.2,29.5,28.0,105.0,7.73,4.71,2000,2000JACKSONKEITHCHE,8.0,999.0,76,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0
Al Jackson,OG,LSU,6 ft 3 in,304.0,5.2,27.0,19.0,98.0,8.07,4.84,2000,2000JACKSONALLSU,8.0,999.0,75,1.0,0.0,3.0,0.0,0.0,0.0,4.0,0
Darrell Jackson,WR,Florida,6 ft 0 in,197.0,4.56,36.0,15.0,121.0,6.92,4.18,2000,2000JACKSONDARRELLFLO,3.0,80.0,72,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1
Jarious Jackson,QB,Notre Dame,6 ft 0 in,226.0,4.68,31.5,22.0,109.0,7.12,4.28,2000,2000JACKSONJARIOUSNOT,7.0,214.0,72,0.0,2.0,4.0,0.0,0.0,0.0,6.0,1
Marlion Jackson,RB,Saginaw Valley State,6 ft 1 in,242.0,4.6,35.5,24.0,125.0,7.15,4.14,2000,2000JACKSONMARLIONSAG,8.0,999.0,73,4.0,4.0,2.0,4.0,2.0,3.0,19.0,0
Jeno James,OG,Auburn,6 ft 3 in,320.0,5.62,25.5,24.0,94.0,8.51,5.22,2000,2000JAMESJENOAUB,6.0,182.0,75,2.0,1.0,1.0,1.0,1.0,2.0,8.0,1
Ronney Jenkins,RB,Northern Arizona,5 ft 10 in,184.0,4.5,34.0,18.0,118.0,7.09,4.27,2000,2000JENKINSRONNEYNOR,8.0,999.0,70,2.0,3.0,3.0,0.0,0.0,0.0,8.0,0
Brandon Jennings,S,Texas A&M,6 ft 0 in,198.0,4.51,38.0,16.0,123.0,6.91,4.14,2000,2000JENNINGSBRANDONTEX,8.0,999.0,72,2.0,3.0,3.0,3.0,3.0,4.0,18.0,0
Ryan Johanningmeier,OG,Colorado,6 ft 6 in,310.0,5.25,29.0,23.0,107.0,7.9,4.66,2000,2000JOHANNINGMEIERRYANCOL,8.0,999.0,78,0.0,4.0,3.0,3.0,3.0,3.0,16.0,0
Matt Johnson,OG,BYU,6 ft 4 in,345.0,5.56,28.0,35.0,99.0,8.07,4.99,2000,2000JOHNSONMATTBYU,5.0,138.0,76,4.0,2.0,1.0,1.0,2.0,3.0,13.0,1
Doug Johnson,QB,Florida,6 ft 2 in,226.0,4.95,29.5,18.0,96.0,7.175,4.36,2000,2000JOHNSONDOUGFLO,8.0,999.0,74,0.0,1.0,1.0,0.0,0.0,2.0,4.0,0
Dwight Johnson,DT,Baylor,6 ft 4 in,285.0,4.97,28.0,26.0,105.0,7.51,4.76,2000,2000JOHNSONDWIGHTBAY,8.0,999.0,76,2.0,3.0,4.0,2.0,3.0,2.0,16.0,0
Eric Johnson,S,Yale,6 ft 0 in,215.0,4.6,38.0,12.0,121.0,6.96,4.17,2000,2000JOHNSONERICYAL,8.0,999.0,72,1.0,3.0,2.0,3.0,3.0,4.0,16.0,0
Jerry Johnson,DT,Florida State,6 ft 0 in,293.0,5.03,28.5,26.0,102.0,7.675,4.61,2000,2000JOHNSONJERRYFLO,4.0,101.0,72,2.0,2.0,3.0,0.0,0.0,2.0,9.0,1
Dwaune Jones,WR,Richmond,6 ft 0 in,191.0,4.66,35.0,14.0,119.0,7.03,4.23,2000,2000JONESDWAUNERIC,8.0,999.0,72,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
Dhani Jones,OLB,Michigan,6 ft 1 in,240.0,4.68,34.5,29.0,118.0,7.09,4.28,2000,2000JONESDHANIMIC,6.0,177.0,73,4.0,0.0,2.0,0.0,0.0,0.0,6.0,1
Fred Jones,OLB,Colorado,6 ft 2 in,247.0,4.95,32.0,17.0,113.0,7.27,4.39,2000,2000JONESFREDCOL,8.0,999.0,74,1.0,2.0,1.0,1.0,2.0,1.0,8.0,0
John Jones,TE,Pittsburgh,6 ft 4 in,248.0,4.63,38.5,13.0,125.0,7.33,4.43,2000,2000JONESJOHNPIT,8.0,999.0,76,1.0,4.0,4.0,2.0,2.0,4.0,17.0,0
Thomas Jones,RB,Virginia,5 ft 10 in,216.0,4.45,35.0,20.0,119.0,7.0,4.2,2000,2000JONESTHOMASVIR,1.0,7.0,70,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1
Leander Jordan,OG,Indiana (PA),6 ft 4 in,330.0,5.46,31.0,25.0,104.0,7.91,4.76,2000,2000JORDANLEANDERIND,3.0,82.0,76,3.0,4.0,1.0,3.0,3.0,4.0,18.0,1
Morgan Kane,RB,Wake Forest,6 ft 1 in,221.0,4.62,37.5,29.0,121.0,6.81,4.16,2000,2000KANEMORGANWAK,8.0,999.0,73,4.0,4.0,2.0,3.0,4.0,4.0,21.0,0
Curtis Keaton,RB,West Virginia,5 ft 10 in,214.0,4.41,41.5,23.0,131.0,6.82,3.93,2000,2000KEATONCURTISWES,8.0,999.0,70,4.0,4.0,4.0,4.0,4.0,4.0,24.0,0
Tinker Keck,S,Cincinnati,6 ft 1 in,200.0,4.55,36.5,15.0,120.0,6.96,4.31,2000,2000KECKTINKERCIN,8.0,999.0,73,2.0,3.0,3.0,1.0,3.0,3.0,15.0,0
Matt Keller,FB,Ohio State,5 ft 11 in,235.0,4.74,32.5,22.0,113.0,7.3149999999999995,4.41,2000,2000KELLERMATTOHI,8.0,999.0,71,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0
Ben Kelly,CB,Colorado,5 ft 9 in,183.0,4.53,36.0,17.0,116.0,6.63,3.95,2000,2000KELLYBENCOL,3.0,84.0,69,4.0,1.0,2.0,4.0,4.0,3.0,18.0,1
Dan Kendra,FB,Florida State,6 ft 0 in,251.0,4.84,35.0,24.0,119.0,7.3149999999999995,4.41,2000,2000KENDRADANFLO,8.0,999.0,72,3.0,4.0,2.0,0.0,0.0,4.0,13.0,0
Kenoy Kennedy,S,Arkansas,6 ft 1 in,221.0,4.71,33.5,8.0,113.0,7.08,4.38,2000,2000KENNEDYKENOYARK,2.0,45.0,73,1.0,1.0,1.0,1.0,2.0,2.0,8.0,1
Sean Key,S,Florida State,5 ft 11 in,188.0,4.65,35.0,16.0,119.0,7.12,4.2,2000,2000KEYSEANFLO,8.0,999.0,71,0.0,0.0,1.0,3.0,2.0,0.0,6.0,0
Erron Kinney,TE,Florida,6 ft 6 in,272.0,4.9,33.5,21.0,115.0,7.12,4.34,2000,2000KINNEYERRONFLO,3.0,68.0,78,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
Adrian Klemm,OT,Hawaii,6 ft 4 in,307.0,4.98,28.5,24.0,102.0,7.8,4.71,2000,2000KLEMMADRIANHAW,2.0,46.0,76,3.0,0.0,4.0,0.0,0.0,0.0,7.0,1
Andrew Kline,OG,San Diego State,6 ft 2 in,305.0,5.43,28.0,26.0,103.0,7.54,4.6,2000,2000KLINEANDREWSAN,7.0,220.0,74,3.0,3.0,2.0,4.0,4.0,3.0,19.0,1
Marcus Knight,WR,Michigan,6 ft 1 in,180.0,4.72,28.5,14.0,106.0,7.11,4.38,2000,2000KNIGHTMARCUSMIC,8.0,999.0,73,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0
Noel LaMontagne,OG,Virginia,6 ft 4 in,299.0,5.09,27.0,21.0,98.0,8.07,4.84,2000,2000LAMONTAGNENOELVIR,8.0,999.0,76,1.0,0.0,4.0,0.0,0.0,0.0,5.0,0
Kareem Larrimore,CB,West Texas A&M,5 ft 11 in,190.0,4.42,34.0,15.0,125.0,6.9,4.14,2000,2000LARRIMOREKAREEMWES,4.0,109.0,71,0.0,4.0,4.0,0.0,0.0,2.0,10.0,1
Leif Larsen,DT,Texas-El Paso,6 ft 4 in,300.0,5.08,30.0,45.0,110.0,7.46,4.37,2000,2000LARSENLEIFTEX,6.0,194.0,76,4.0,4.0,3.0,4.0,4.0,3.0,22.0,1
Charles Lee,WR,Central Florida,6 ft 1 in,202.0,4.56,35.5,15.0,125.0,7.3,4.25,2000,2000LEECHARLESCEN,7.0,242.0,73,0.0,4.0,2.0,2.0,1.0,3.0,12.0,1
Tim Lester,QB,West. Michigan,6 ft 0 in,202.0,5.02,27.0,18.0,97.0,7.28,4.24,2000,2000LESTERTIMWES,8.0,999.0,72,0.0,1.0,1.0,3.0,2.0,1.0,8.0,0
Jamal Lewis,RB,Tennessee,6 ft 0 in,240.0,4.58,35.0,23.0,119.0,7.0,4.2,2000,2000LEWISJAMALTEN,1.0,5.0,72,4.0,0.0,2.0,0.0,0.0,0.0,6.0,1
Anthony Lucas,WR,Arkansas,6 ft 3 in,194.0,4.53,35.0,15.0,121.0,6.92,4.18,2000,2000LUCASANTHONYARK,4.0,114.0,75,0.0,3.0,2.0,0.0,0.0,2.0,7.0,1
Al Lucas,DT,Troy,6 ft 1 in,294.0,5.0,36.0,28.0,108.0,7.44,4.56,2000,2000LUCASALTRO,8.0,999.0,73,3.0,3.0,3.0,3.0,4.0,4.0,20.0,0
Alton Lusk,WR,Central Oklahoma,6 ft 2 in,182.0,4.61,36.5,14.0,122.0,7.16,4.26,2000,2000LUSKALTONCEN,8.0,999.0,74,0.0,3.0,1.0,2.0,1.0,3.0,10.0,0
Dustin Lyman,ILB,Wake Forest,6 ft 4 in,259.0,4.7,35.0,22.0,118.0,6.86,4.06,2000,2000LYMANDUSTINWAK,3.0,87.0,76,2.0,4.0,3.0,4.0,4.0,3.0,20.0,1
David Macklin,CB,Penn State,5 ft 9 in,194.0,4.54,37.5,15.0,120.0,6.9,4.09,2000,2000MACKLINDAVIDPEN,3.0,91.0,69,0.0,2.0,2.0,3.0,3.0,3.0,13.0,1
Anthony Malbrough,CB,Texas Tech,5 ft 9 in,184.0,4.44,35.5,20.0,117.0,6.73,4.0,2000,2000MALBROUGHANTHONYTEX,5.0,130.0,69,4.0,1.0,3.0,4.0,4.0,2.0,18.0,1
Tee Martin,QB,Tennessee,6 ft 2 in,227.0,4.58,34.5,22.0,113.0,7.12,4.28,2000,2000MARTINTEETEN,5.0,163.0,74,0.0,3.0,4.0,0.0,0.0,4.0,11.0,1
Terrence McCaskey,TE,Mississippi State,6 ft 5 in,271.0,5.0,29.0,19.5,101.0,7.245,4.375,2000,2000MCCASKEYTERRENCEMIS,8.0,999.0,77,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0
Kevin McDougal,RB,Colorado State,5 ft 11 in,206.0,4.63,32.0,19.0,108.0,7.08,4.12,2000,2000MCDOUGALKEVINCOL,8.0,999.0,71,0.0,1.0,2.0,4.0,2.0,1.0,10.0,0
Stockar McDougle,OT,Oklahoma,6 ft 5 in,361.0,5.5,28.5,24.0,102.0,7.8,4.71,2000,2000MCDOUGLESTOCKAROKL,1.0,20.0,77,3.0,0.0,1.0,0.0,0.0,0.0,4.0,1
Chris McIntosh,OT,Wisconsin,6 ft 6 in,315.0,5.39,28.5,28.0,102.0,7.8,4.71,2000,2000MCINTOSHCHRISWIS,1.0,22.0,78,4.0,0.0,1.0,0.0,0.0,0.0,5.0,1
Damion McIntosh,OT,Kansas State,6 ft 4 in,328.0,5.31,26.0,23.0,97.0,7.72,4.71,2000,2000MCINTOSHDAMIONKAN,3.0,83.0,76,2.0,2.0,2.0,3.0,3.0,1.0,13.0,1
Alvin McKinley,DT,Mississippi State,6 ft 4 in,289.0,5.09,27.5,22.0,102.0,7.73,4.61,2000,2000MCKINLEYALVINMIS,4.0,120.0,76,1.0,2.0,2.0,3.0,2.0,2.0,12.0,1
Rondell Mealey,RB,LSU,6 ft 0 in,212.0,4.69,33.0,20.0,120.0,6.89,4.15,2000,2000MEALEYRONDELLLSU,7.0,252.0,72,0.0,3.0,1.0,3.0,4.0,2.0,13.0,1
Brad Meester,C,New Mexico,6 ft 3 in,298.0,5.12,34.0,25.0,110.0,7.46,4.43,2000,2000MEESTERBRADNEW,8.0,999.0,75,2.0,4.0,4.0,4.0,4.0,4.0,22.0,0
Rob Meier,DE,Washington State,6 ft 5 in,284.0,4.99,30.5,27.0,113.0,7.49,4.52,2000,2000MEIERROBWAS,7.0,241.0,77,4.0,2.0,1.0,2.0,2.0,1.0,12.0,1
Richard Mercier,OG,Miami (FL),6 ft 3 in,295.0,5.39,26.0,18.0,97.0,7.84,4.78,2000,2000MERCIERRICHARDMIA,5.0,148.0,75,1.0,2.0,2.0,2.0,3.0,2.0,12.0,1
Keith Miller,ILB,California,6 ft 1 in,246.0,4.97,27.5,24.0,110.0,7.37,4.43,2000,2000MILLERKEITHCAL,8.0,999.0,73,3.0,1.0,1.0,1.0,1.0,1.0,8.0,0
Wendell Montgomery,WR,Wyoming,6 ft 3 in,203.0,4.81,35.5,14.0,117.0,7.01,4.24,2000,2000MONTGOMERYWENDELLWYO,8.0,999.0,75,0.0,2.0,1.0,2.0,2.0,3.0,10.0,0
Scottie Montgomery,WR,Duke,6 ft 0 in,196.0,4.57,36.0,14.0,117.0,7.16,4.11,2000,2000MONTGOMERYSCOTTIEDUK,8.0,999.0,72,0.0,2.0,2.0,4.0,1.0,3.0,12.0,0
Mookie Moore,OG,Troy,6 ft 3 in,320.0,5.45,24.5,34.0,94.0,8.37,5.06,2000,2000MOOREMOOKIETRO,8.0,999.0,75,4.0,1.0,1.0,1.0,1.0,1.0,9.0,0
Muneer Moore,WR,Richmond,6 ft 1 in,201.0,4.52,37.5,15.0,129.0,6.91,4.09,2000,2000MOOREMUNEERRIC,5.0,154.0,73,0.0,4.0,2.0,4.0,3.0,4.0,17.0,1
Corey Moore,OLB,Virginia Tech,5 ft 11 in,223.0,4.6,34.5,21.0,118.0,7.09,4.28,2000,2000MOORECOREYVIR,3.0,89.0,71,2.0,0.0,4.0,0.0,0.0,0.0,6.0,1
Frank Moreau,RB,Louisville,6 ft 1 in,231.0,4.57,36.0,23.0,117.0,7.0,4.2,2000,2000MOREAUFRANKLOU,4.0,115.0,73,4.0,2.0,2.0,0.0,0.0,4.0,12.0,1
Aric Morris,S,Michigan State,5 ft 9 in,211.0,4.56,36.0,24.0,121.0,6.96,4.17,2000,2000MORRISARICMIC,5.0,135.0,69,4.0,0.0,3.0,0.0,0.0,0.0,7.0,1
Rob Morris,ILB,BYU,6 ft 2 in,250.0,4.77,33.0,18.0,113.0,6.93,4.17,2000,2000MORRISROBBYU,1.0,28.0,74,1.0,2.0,2.0,4.0,4.0,2.0,15.0,1
Sammy Morris,FB,Texas Tech,6 ft 0 in,221.0,4.65,37.5,23.0,117.0,7.05,4.21,2000,2000MORRISSAMMYTEX,5.0,156.0,72,3.0,4.0,4.0,4.0,4.0,4.0,23.0,1
Sylvester Morris,WR,Jackson State,6 ft 3 in,216.0,4.6,34.5,15.0,119.0,7.06,4.17,2000,2000MORRISSYLVESTERJAC,1.0,21.0,75,0.0,2.0,1.0,3.0,2.0,2.0,10.0,1
Chad Morton,RB,USC,5 ft 8 in,182.0,4.5,36.0,18.0,121.0,7.0,4.2,2000,2000MORTONCHADUSC,5.0,166.0,68,2.0,4.0,3.0,0.0,0.0,4.0,13.0,1
Leon Murray,QB,Tennessee State,6 ft 2 in,207.0,4.75,30.5,18.0,109.0,7.175,4.36,2000,2000MURRAYLEONTEN,8.0,999.0,74,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0
Bobby Myers,S,Wisconsin,6 ft 1 in,183.0,4.56,37.5,17.0,123.0,7.04,4.1,2000,2000MYERSBOBBYWIS,4.0,124.0,73,0.0,3.0,3.0,4.0,2.0,4.0,16.0,1
Kaulana Noa,OT,Hawaii,6 ft 4 in,317.0,5.34,25.5,27.0,98.0,7.82,4.74,2000,2000NOAKAULANAHAW,4.0,104.0,76,3.0,2.0,2.0,3.0,3.0,1.0,14.0,1
Dennis Northcutt,WR,Arizona,5 ft 10 in,175.0,4.43,37.5,15.0,123.0,6.96,4.04,2000,2000NORTHCUTTDENNISARI,2.0,32.0,70,0.0,4.0,4.0,4.0,3.0,4.0,19.0,1
Carlos Nuno,TE,BYU,6 ft 4 in,263.0,5.03,28.0,23.0,106.0,7.245,4.375,2000,2000NUNOCARLOSBYU,8.0,999.0,76,3.0,1.0,1.0,0.0,0.0,1.0,6.0,0
Matt O'Neal,C,Oklahoma,6 ft 3 in,277.0,5.06,27.5,17.0,94.0,7.59,4.72,2000,2000O'NEALMATTOKL,8.0,999.0,75,1.0,1.0,4.0,2.0,3.0,2.0,13.0,0
Andre O'Neal,ILB,Marshall,6 ft 1 in,235.0,4.72,34.0,16.0,114.0,7.3,4.24,2000,2000O'NEALANDREMAR,8.0,999.0,73,1.0,3.0,3.0,3.0,2.0,3.0,15.0,0
Deltha O'Neal,CB,California,5 ft 11 in,193.0,4.6,36.0,15.0,122.0,6.9,4.14,2000,2000O'NEALDELTHACAL,1.0,15.0,71,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
Erik Olson,S,Colorado State,6 ft 1 in,208.0,4.63,35.0,17.0,115.0,6.81,4.21,2000,2000OLSONERIKCOL,7.0,236.0,73,3.0,1.0,1.0,2.0,4.0,2.0,13.0,1
Chad Pennington,QB,Marshall,6 ft 3 in,229.0,4.81,33.5,22.0,111.0,7.12,4.16,2000,2000PENNINGTONCHADMAR,1.0,18.0,75,0.0,3.0,3.0,4.0,3.0,4.0,17.0,1
Cory Peterson,WR,Mississippi,6 ft 2 in,195.0,4.75,32.5,14.0,114.0,7.03,4.23,2000,2000PETERSONCORYMIS,8.0,999.0,74,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0
Julian Peterson,OLB,Michigan State,6 ft 5 in,231.0,4.68,34.5,23.0,118.0,7.09,4.28,2000,2000PETERSONJULIANMIC,1.0,16.0,77,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1
Mareno Philyaw,WR,Troy,6 ft 2 in,205.0,4.66,39.5,15.0,129.0,6.93,4.13,2000,2000PHILYAWMARENOTRO,6.0,172.0,74,0.0,4.0,1.0,3.0,3.0,4.0,15.0,1
Todd Pinkston,WR,Southern Miss,6 ft 2 in,169.0,4.45,36.0,15.0,121.0,6.92,4.18,2000,2000PINKSTONTODDSOU,2.0,36.0,74,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1
Cedric Pittman,OLB,Nevada,6 ft 3 in,261.0,4.9,30.5,20.0,111.0,7.75,4.52,2000,2000PITTMANCEDRICNEV,8.0,999.0,75,2.0,1.0,1.0,1.0,1.0,1.0,7.0,0
Ahmed Plummer,CB,Ohio State,5 ft 11 in,191.0,4.43,36.0,15.0,122.0,6.9,4.14,2000,2000PLUMMERAHMEDOHI,1.0,24.0,71,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1
DaShon Polk,OLB,Arizona,6 ft 2 in,233.0,4.75,32.0,18.0,111.0,7.43,4.45,2000,2000POLKDASHONARI,7.0,251.0,74,1.0,1.0,2.0,1.0,1.0,1.0,7.0,1
Jerry Porter,WR,West Virginia,6 ft 2 in,221.0,4.48,36.0,15.0,121.0,6.92,4.18,2000,2000PORTERJERRYWES,2.0,47.0,74,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1
Hank Poteat,CB,Pittsburgh,5 ft 10 in,197.0,4.57,37.0,16.0,126.0,6.66,4.0,2000,2000POTEATHANKPIT,3.0,77.0,70,3.0,4.0,1.0,4.0,4.0,3.0,19.0,1
Travis Prentice,RB,Miami (OH),6 ft 0 in,225.0,4.5,37.0,23.0,115.0,6.92,4.4,2000,2000PRENTICETRAVISMIA,3.0,63.0,72,4.0,2.0,3.0,1.0,3.0,4.0,17.0,1
Greg Randall,OT,Michigan State,6 ft 6 in,333.0,5.59,26.0,22.0,95.0,8.15,5.13,2000,2000RANDALLGREGMIC,4.0,127.0,78,2.0,1.0,1.0,1.0,1.0,1.0,7.0,1
Tim Rattay,QB,Louisiana Tech,6 ft 0 in,215.0,4.91,25.5,22.0,100.0,7.34,4.21,2000,2000RATTAYTIMLOU,7.0,212.0,72,0.0,1.0,2.0,3.0,2.0,1.0,9.0,1
Chase Raynock,OT,Montana,6 ft 6 in,308.0,5.5,25.0,22.0,94.0,8.33,5.0,2000,2000RAYNOCKCHASEMON,8.0,999.0,78,2.0,1.0,1.0,1.0,1.0,1.0,7.0,0
Chris Redman,QB,Louisville,6 ft 3 in,222.0,5.37,26.5,22.0,98.0,7.8,4.78,2000,2000REDMANCHRISLOU,3.0,75.0,75,0.0,1.0,1.0,1.0,1.0,1.0,5.0,1
J.R. Redmond,RB,Arizona State,5 ft 11 in,216.0,4.48,32.5,20.0,121.0,7.0,4.2,2000,2000REDMONDJ.R.ARI,3.0,76.0,71,0.0,4.0,4.0,0.0,0.0,2.0,10.0,1
Quinton Reese,DE,Auburn,6 ft 4 in,283.0,5.13,30.0,18.0,101.0,7.91,4.68,2000,2000REESEQUINTONAUB,6.0,181.0,76,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1
Tutan Reyes,OT,Mississippi,6 ft 3 in,299.0,5.37,26.5,20.0,99.0,7.49,4.88,2000,2000REYESTUTANMIS,5.0,131.0,75,1.0,2.0,1.0,1.0,4.0,2.0,11.0,1
Rob Riti,C,Missouri,6 ft 2 in,293.0,5.19,29.5,17.0,106.0,7.87,4.67,2000,2000RITIROBMIS,8.0,999.0,74,1.0,4.0,3.0,0.0,0.0,3.0,11.0,0
Fred Robbins,DT,Wake Forest,6 ft 4 in,312.0,5.09,29.5,25.0,94.0,7.72,4.72,2000,2000ROBBINSFREDWAK,2.0,55.0,76,2.0,1.0,2.0,2.0,2.0,3.0,12.0,1
